datum,locatie,magnitude,diepte,latitude,longitude,jaar
2015-02-22,Siddeburen,0.8,3.0,53.264,6.855,2015
2015-02-22,Sappemeer,0.6,3.0,53.183,6.805,2015
2015-02-22,Meedhuizen,1.4,3.0,53.291,6.940,2015
2015-02-24,Schildwolde,0.8,3.0,53.237,6.820,2015
2015-02-25,Appingedam,2.3,3.0,53.323,6.857,2015
2015-03-01,Overschild,1.2,3.0,53.272,6.810,2015
2015-03-01,Houwerzijl,1.4,3.0,53.334,6.343,2015
2015-03-01,Kommerzijl,1.5,3.0,53.288,6.330,2015
2015-03-14,Onnen,0.7,3.0,53.166,6.667,2015
2015-03-16,Overschild,0.6,3.0,53.279,6.790,2015
2015-03-24,Scharmer,1.1,3.0,53.234,6.718,2015
2015-03-24,Appingedam,2.3,3.0,53.322,6.855,2015
2015-03-25,Uithuizermeeden,1.2,3.0,53.433,6.743,2015
2015-04-05,Emmen,1.9,3.0,52.759,6.903,2015
2015-04-06,Farmsum,1.3,3.0,53.291,6.975,2015
2015-04-06,Harkstede,0.7,3.0,53.216,6.662,2015
2015-04-15,Appingedam,0.9,3.0,53.306,6.885,2015
2015-04-15,Siddeburen,0.8,3.0,53.231,6.872,2015
2015-04-22,Slochteren,0.8,3.0,53.221,6.803,2015
2015-05-03,Meedhuizen,1.1,3.0,53.276,6.922,2015
2015-05-07,Froombosch,1.1,3.0,53.193,6.792,2015
2015-05-07,Zeerijp,1.0,3.0,53.347,6.743,2015
2015-05-08,Onnen,1.1,3.0,53.167,6.647,2015
2015-05-13,Siddeburen,1.2,3.0,53.262,6.900,2015
2015-05-16,Appingedam,1.6,3.0,53.306,6.847,2015
2015-05-21,Schildwolde,1.8,3.0,53.244,6.810,2015
2015-05-27,Uithuizen,2.0,3.0,53.404,6.668,2015
2015-06-02,Appingedam,0.7,3.0,53.313,6.834,2015
2015-06-04,Zuidbroek,1.0,3.0,53.168,6.856,2015
2015-06-06,Zeerijp,1.9,3.0,53.340,6.750,2015
2015-06-07,Garrelsweer,0.5,3.0,53.319,6.757,2015
2015-06-10,Zeerijp,1.8,3.0,53.344,6.753,2015
2015-06-10,Westeremden,0.4,3.0,53.343,6.713,2015
2015-06-10,Westeremden,0.8,3.0,53.345,6.713,2015
2015-06-10,Eppenhuizen,0.8,3.0,53.372,6.677,2015
2015-06-23,Anna Paulowna,1.5,3.0,52.858,4.821,2015
2015-06-23,Anna Paulowna,2.3,3.0,52.853,4.807,2015
2015-06-26,Scharmer,0.0,3.0,53.226,6.721,2015
2015-06-29,Woudbloem,0.6,3.0,53.227,6.733,2015
2015-06-30,Ten Boer,0.5,3.0,53.276,6.685,2015
2015-07-02,Scharmer,0.5,3.0,53.209,6.720,2015
2015-07-04,Sappemeer,0.5,3.0,53.151,6.802,2015
2015-07-04,Zuidwolde,0.6,3.0,53.261,6.617,2015
2015-07-04,Westeremden,1.1,3.0,53.351,6.694,2015
2015-07-06,Noordbroek,0.5,3.0,53.183,6.831,2015
2015-07-07,Zuidwolde,2.1,3.0,53.262,6.631,2015
2015-07-08,Appingedam,0.4,3.0,53.300,6.835,2015
2015-07-10,Zuidbroek,0.5,3.0,53.173,6.866,2015
2015-07-16,Overschild,0.8,3.0,53.295,6.817,2015
2015-07-16,Westeremden,0.4,3.0,53.341,6.715,2015
2015-07-18,Siddeburen,0.7,3.0,53.268,6.865,2015
2015-07-18,Kolham,0.5,3.0,53.193,6.761,2015
2015-07-19,Appingedam,0.6,3.0,53.323,6.851,2015
2015-07-20,Thesinge,0.4,3.0,53.281,6.660,2015
2015-07-21,Oosterwijtwerd,1.3,3.0,53.332,6.803,2015
2015-07-21,Garmerwolde,0.6,3.0,53.242,6.656,2015
2015-07-24,Noordzee,2.5,3.0,53.674,4.497,2015
2015-07-30,Froombosch,0.7,3.0,53.184,6.772,2015
2015-08-02,Thesinge,0.6,3.0,53.277,6.637,2015
2015-08-07,Loppersum,0.8,3.0,53.339,6.759,2015
2015-08-11,Scharmer,0.9,3.0,53.205,6.729,2015
2015-08-12,Oosterwijtwerd,0.3,3.0,53.329,6.812,2015
2015-08-13,Oosterwijtwerd,0.6,3.0,53.333,6.818,2015
2015-08-17,Zeerijp,0.6,3.0,53.350,6.761,2015
2015-08-18,Kolham,2.0,3.0,53.185,6.754,2015
2015-08-22,Woudbloem,1.4,3.0,53.231,6.745,2015
2015-08-22,Usquert,1.6,3.0,53.395,6.602,2015
2015-08-23,Sappemeer,0.3,3.0,53.176,6.807,2015
2015-08-24,Wirdum,0.5,3.0,53.324,6.787,2015
2015-08-26,Schildwolde,0.4,3.0,53.218,6.838,2015
2015-08-27,Woudbloem,0.2,3.0,53.231,6.741,2015
2015-08-28,Meedhuizen,0.8,3.0,53.294,6.942,2015
2015-08-28,Slochteren,1.3,3.0,53.211,6.826,2015
2015-08-28,Usquert,1.3,3.0,53.392,6.584,2015
2015-09-05,Foxhol,0.5,3.0,53.169,6.727,2015
2015-09-09,Harkstede,1.2,3.0,53.219,6.701,2015
2015-09-10,Startenhuizen Lopp,0.8,3.0,53.372,6.713,2015
2015-09-30,Hellum,3.1,3.0,53.234,6.834,2015
2015-09-30,Emmen,2.3,3.0,52.778,6.880,2015
2015-10-09,Appingedam,0.3,3.0,53.296,6.835,2015
2015-10-10,Wagenborgen,0.2,3.0,53.266,6.926,2015
2015-10-10,Schildwolde,0.2,3.0,53.258,6.800,2015
2015-10-11,Zuidbroek,0.3,3.0,53.170,6.853,2015
2015-10-22,Zuidwolde,0.5,3.0,53.262,6.582,2015
2015-10-24,Noordbroek,0.7,3.0,53.217,6.881,2015
2015-10-27,Garrelsweer,1.2,3.0,53.318,6.750,2015
2015-10-29,Farmsum,0.8,3.0,53.279,6.958,2015
2015-10-29,Farmsum,1.1,3.0,53.284,6.966,2015
2015-10-30,Garrelsweer,1.7,3.0,53.294,6.776,2015
2015-10-30,Meedhuizen,2.3,3.0,53.285,6.920,2015
2015-10-30,Meedhuizen,0.9,3.0,53.290,6.925,2015
2015-11-09,Nieuwolda,0.7,3.0,53.249,6.952,2015
2015-11-10,Schildwolde,0.6,3.0,53.235,6.797,2015
2015-11-12,Harkstede,0.6,3.0,53.207,6.705,2015
2015-11-15,Zeerijp,0.9,3.0,53.357,6.743,2015
2015-11-28,Emmen,1.2,3.0,52.766,6.924,2015
2015-12-02,Hellum,1.6,3.0,53.240,6.831,2015
2015-12-03,Garmerwolde,0.5,3.0,53.250,6.641,2015
2015-12-08,Huizinge,0.8,3.0,53.336,6.670,2015
2015-12-13,Kantens,0.4,3.0,53.370,6.653,2015
2015-12-14,Emmen,1.4,3.0,52.763,6.919,2015
2015-12-15,Delfzijl,1.6,3.0,53.332,6.892,2015
2015-12-15,Bedum,1.7,3.0,53.276,6.604,2015
2015-12-25,Loppersum,1.3,3.0,53.315,6.735,2015
2016-01-02,Sint Annen,0.5,3.0,53.300,6.680,2016
2016-01-07,Sappemeer,1.6,3.0,53.168,6.814,2016
2016-01-11,Sappemeer,0.6,3.0,53.185,6.813,2016
2016-01-13,Hellum,1.3,3.0,53.248,6.855,2016
2016-01-17,Hellum,1.5,3.0,53.258,6.840,2016
2016-01-19,t Zandt,0.6,3.0,53.362,6.770,2016
2016-01-20,Lageland,0.6,3.0,53.242,6.714,2016
2016-01-26,Scharmer,1.5,3.0,53.203,6.720,2016
2016-02-05,Harkstede,0.4,3.0,53.228,6.666,2016
2016-02-17,Nieuwolda,0.9,3.0,53.244,6.953,2016
2016-02-18,Winneweer,0.4,3.0,53.311,6.738,2016
2016-02-18,Winneweer,0.7,3.0,53.310,6.738,2016
2016-02-19,Garrelsweer,0.1,3.0,53.317,6.746,2016
2016-02-19,Zuidwolde,1.3,3.0,53.260,6.617,2016
2016-02-20,Toornwerd,0.7,3.0,53.355,6.627,2016
2016-02-21,Zeerijp,0.2,3.0,53.358,6.739,2016
2016-02-25,Froombosch,2.4,3.0,53.184,6.781,2016
2016-02-29,Froombosch,0.3,3.0,53.182,6.778,2016
2016-03-01,Loppersum,0.3,3.0,53.328,6.714,2016
2016-03-03,Froombosch,0.2,3.0,53.191,6.772,2016
2016-03-04,Eppenhuizen,0.9,3.0,53.372,6.685,2016
2016-03-07,Steendam,1.2,3.0,53.268,6.826,2016
2016-03-09,Schildwolde,0.4,3.0,53.212,6.839,2016
2016-03-11,Noordbroek,0.9,3.0,53.198,6.833,2016
2016-03-16,Overschild,0.5,3.0,53.264,6.792,2016
2016-03-20,Hellum,0.5,3.0,53.254,6.852,2016
2016-03-24,Tjuchem,0.6,3.0,53.290,6.879,2016
2016-03-25,Muntendam,1.8,3.0,53.151,6.901,2016
2016-03-25,Garmerwolde,0.7,3.0,53.244,6.645,2016
2016-03-31,Zuidwolde,0.7,3.0,53.268,6.624,2016
2016-04-02,Garmerwolde,1.1,3.0,53.249,6.657,2016
2016-04-04,Westerwijtwerd,0.5,3.0,53.315,6.656,2016
2016-04-09,Westerbroek,0.5,3.0,53.199,6.665,2016
2016-04-09,Garrelsweer,0.3,3.0,53.295,6.775,2016
2016-04-13,Farmsum,0.7,3.0,53.272,6.958,2016
2016-04-24,Tjuchem,0.4,3.0,53.290,6.851,2016
2016-04-24,Schildwolde,1.1,3.0,53.231,6.825,2016
2016-05-01,Uithuizermeeden,0.4,3.0,53.405,6.707,2016
2016-05-06,Westeremden,0.7,3.0,53.342,6.694,2016
2016-05-11,Bedum,0.4,3.0,53.295,6.564,2016
2016-05-15,Woldendorp,1.0,3.0,53.268,6.989,2016
2016-05-16,Meedhuizen,1.1,3.0,53.291,6.916,2016
2016-05-16,Meedhuizen,0.4,3.0,53.285,6.905,2016
2016-05-28,Groningen,1.2,3.0,53.237,6.635,2016
2016-05-29,Overschild,1.1,3.0,53.286,6.835,2016
2016-06-01,Zeerijp,1.2,3.0,53.361,6.750,2016
2016-06-02,Wagenborgen,1.5,3.0,53.249,6.924,2016
2016-06-16,Harkstede,0.3,3.0,53.226,6.681,2016
2016-06-16,Hellum,0.5,3.0,53.231,6.833,2016
2016-06-16,Siddeburen,0.2,3.0,53.249,6.863,2016
2016-06-18,Leermens,0.1,3.0,53.345,6.799,2016
2016-06-18,Kolham,1.2,3.0,53.184,6.766,2016
2016-06-22,Oosterwijtwerd,0.7,3.0,53.344,6.811,2016
2016-06-29,Wagenborgen,0.4,3.0,53.267,6.977,2016
2016-07-06,Westerwijtwerd,0.3,3.0,53.337,6.660,2016
2016-07-09,Hoogezand,1.1,3.0,53.135,6.787,2016
2016-07-17,Zuidbroek,0.5,3.0,53.182,6.887,2016
2016-07-18,Eppenhuizen,1.7,3.0,53.378,6.709,2016
2016-07-22,Tjuchem,0.3,3.0,53.280,6.855,2016
2016-07-23,Noordbroek,0.1,3.0,53.219,6.898,2016
2016-07-26,Tjuchem,0.9,3.0,53.277,6.907,2016
2016-07-28,Tjuchem,0.2,3.0,53.281,6.860,2016
2016-07-28,Hellum,0.8,3.0,53.250,6.824,2016
2016-08-07,Kantens,1.3,3.0,53.374,6.644,2016
2016-08-08,Zuidbroek,0.4,3.0,53.170,6.892,2016
2016-08-10,Stedum,0.5,3.0,53.312,6.669,2016
2016-08-14,Oostwold Gem Oldambt,0.7,3.0,53.234,7.019,2016
2016-08-14,Harkstede,0.2,3.0,53.220,6.678,2016
2016-08-23,Oostwold Gem Oldambt,0.6,3.0,53.224,7.027,2016
2016-08-23,Oostwold Gem Oldambt,1.0,3.0,53.223,7.036,2016
2016-08-24,Meedhuizen,0.8,3.0,53.305,6.903,2016
2016-08-24,Garsthuizen,0.6,3.0,53.372,6.724,2016
2016-08-24,Eems-Dollard (nabij Delfzijl),1.1,3.0,53.354,6.950,2016
2016-08-28,Uithuizen,1.3,3.0,53.401,6.636,2016
2016-09-01,Scharmer,0.4,3.0,53.205,6.714,2016
2016-09-02,Schildwolde,2.1,3.0,53.218,6.844,2016
2016-09-09,Oosterwijtwerd,0.8,3.0,53.337,6.811,2016
2016-09-11,Ten Post,0.2,3.0,53.278,6.744,2016
2016-09-21,Wagenborgen,1.2,3.0,53.254,6.945,2016
2016-09-27,Groningen,0.9,3.0,53.244,6.616,2016
2016-10-02,Wirdum,0.3,3.0,53.328,6.779,2016
2016-10-04,Garrelsweer,0.5,3.0,53.293,6.784,2016
2016-10-06,Schildwolde,0.4,3.0,53.239,6.813,2016
2016-10-07,Eems-Dollard (nabij Bierum),0.9,3.0,53.403,6.961,2016
2016-10-12,Ten Post,0.5,3.0,53.305,6.725,2016
2016-10-24,Tjuchem,0.6,3.0,53.289,6.862,2016
2016-10-29,Steendam,0.6,3.0,53.288,6.846,2016
2016-10-30,Kollum,1.5,3.0,53.308,6.152,2016
2016-11-01,Wirdum,1.9,3.0,53.301,6.807,2016
2016-11-01,Wirdum,2.2,3.0,53.306,6.809,2016
2016-11-05,Wagenborgen,0.8,3.0,53.266,6.940,2016
2016-11-08,Eenum,1.4,3.0,53.331,6.795,2016
2016-11-08,Eenum,0.9,3.0,53.329,6.794,2016
2016-11-10,Siddeburen,0.7,3.0,53.239,6.874,2016
2016-11-20,Ten Post,1.0,3.0,53.299,6.744,2016
2016-11-20,Wirdum,1.2,3.0,53.300,6.802,2016
2016-11-20,Appingedam,1.6,3.0,53.336,6.838,2016
2016-11-22,Woldendorp,0.6,3.0,53.274,7.011,2016
2016-11-22,Bedum,0.7,3.0,53.299,6.577,2016
2016-11-25,Garmerwolde,0.3,3.0,53.246,6.644,2016
2016-11-26,Leermens,0.6,3.0,53.343,6.805,2016
2016-11-26,Siddeburen,1.0,3.0,53.261,6.909,2016
2016-11-27,Krewerd,0.9,3.0,53.355,6.849,2016
2016-12-02,Appingedam,0.8,3.0,53.317,6.869,2016
2016-12-05,Wagenborgen,0.4,3.0,53.257,6.913,2016
2016-12-05,Appingedam,0.1,3.0,53.339,6.838,2016
2016-12-07,Loppersum,1.8,3.0,53.333,6.774,2016
2016-12-11,Nieuwolda,0.2,3.0,53.235,6.935,2016
2016-12-12,Woldendorp,0.6,3.0,53.264,6.977,2016
2016-12-15,Leermens,0.6,3.0,53.343,6.807,2016
2016-12-15,Eems-Dollard (nabij Holwierde),1.6,3.0,53.378,6.934,2016
2016-12-16,Nieuwolda,0.6,3.0,53.254,6.984,2016
2016-12-17,Groningen,0.6,3.0,53.211,6.652,2016
2016-12-20,Harkstede,1.1,3.0,53.215,6.696,2016
2016-12-22,Holwierde,0.5,3.0,53.345,6.867,2016
2016-12-23,Zuidlaren,2.4,3.0,53.083,6.712,2016
2016-12-30,Wirdum,1.0,3.0,53.301,6.802,2016
2016-12-30,Overschild,0.6,3.0,53.292,6.810,2016
2017-01-03,Meedhuizen,0.9,3.0,53.277,6.946,2017
2017-01-14,Schildwolde,0.6,3.0,53.214,6.840,2017
2017-01-17,Hellum,0.7,3.0,53.248,6.839,2017
2017-01-19,Wirdum,0.9,3.0,53.327,6.774,2017
2017-01-20,Siddeburen,0.6,3.0,53.254,6.874,2017
2017-01-22,Sappemeer,0.5,3.0,53.180,6.781,2017
2017-01-27,Zuidbroek,0.7,3.0,53.156,6.851,2017
2017-01-27,Garrelsweer,0.1,3.0,53.302,6.776,2017
2017-02-04,Garsthuizen,0.9,3.0,53.371,6.739,2017
2017-02-04,Kantens,0.8,3.0,53.368,6.657,2017
2017-02-04,Garsthuizen,0.6,3.0,53.371,6.736,2017
2017-02-05,Kantens,1.3,3.0,53.374,6.650,2017
2017-02-06,Sappemeer,0.9,3.0,53.143,6.810,2017
2017-02-12,Startenhuizen,1.3,3.0,53.381,6.713,2017
2017-02-14,Zandeweer,0.9,3.0,53.378,6.672,2017
2017-02-14,Garsthuizen,0.8,3.0,53.371,6.718,2017
2017-02-15,Startenhuizen,1.6,3.0,53.377,6.714,2017
2017-02-19,Zijldijk,1.4,3.0,53.393,6.758,2017
2017-02-19,Harkstede,0.5,3.0,53.223,6.672,2017
2017-02-21,Garrelsweer,0.4,3.0,53.304,6.754,2017
2017-02-25,Loppersum,1.3,3.0,53.325,6.735,2017
2017-02-26,Zandeweer,1.2,3.0,53.386,6.675,2017
2017-02-26,Wirdum,1.4,3.0,53.328,6.778,2017
2017-02-28,Wirdum,0.9,3.0,53.320,6.782,2017
2017-03-03,Appingedam,0.5,3.0,53.306,6.869,2017
2017-03-06,Onderdendam,1.6,3.0,53.327,6.571,2017
2017-03-11,Zeerijp,2.1,3.0,53.350,6.761,2017
2017-03-12,Wagenborgen,0.6,3.0,53.251,6.938,2017
2017-03-14,Delfzijl,1.3,3.0,53.319,6.886,2017
2017-03-15,Zuidbroek,0.6,3.0,53.169,6.888,2017
2017-04-04,Woldendorp,1.8,3.0,53.271,6.991,2017
2017-04-04,Garrelsweer,0.1,3.0,53.290,6.791,2017
2017-04-07,Westerbroek,0.5,3.0,53.169,6.682,2017
2017-04-09,Meedhuizen,0.6,3.0,53.281,6.908,2017
2017-04-10,Steendam,1.3,3.0,53.270,6.838,2017
2017-04-10,Froombosch,0.6,3.0,53.209,6.762,2017
2017-04-10,Woldendorp,1.1,3.0,53.269,6.989,2017
2017-04-13,Uithuizermeeden,1.4,3.0,53.429,6.750,2017
2017-04-19,Loppersum,0.5,3.0,53.319,6.724,2017
2017-04-26,Scharmer,2.0,3.0,53.210,6.713,2017
2017-05-03,Stedum,1.5,3.0,53.312,6.727,2017
2017-05-09,Emmen,1.6,3.0,52.767,6.909,2017
2017-05-12,Stedum,0.1,3.0,53.310,6.723,2017
2017-05-12,Stedum,0.3,3.0,53.313,6.725,2017
2017-05-14,Rottum,1.4,3.0,53.388,6.643,2017
2017-05-15,Zuidwolde,1.2,3.0,53.265,6.598,2017
2017-05-16,Overschild,1.7,3.0,53.285,6.805,2017
2017-05-17,Appingedam,0.9,3.0,53.304,6.835,2017
2017-05-20,Meedhuizen,1.1,3.0,53.295,6.909,2017
2017-05-20,Meedhuizen,0.4,3.0,53.296,6.904,2017
2017-05-25,Froombosch,0.4,3.0,53.211,6.754,2017
2017-05-27,Slochteren,2.6,3.0,53.211,6.834,2017
2017-05-30,Uithuizermeeden,1.4,3.0,53.433,6.750,2017
2017-06-01,Kropswolde,0.7,3.0,53.134,6.742,2017
2017-06-06,Siddeburen,1.0,3.0,53.269,6.863,2017
2017-06-06,Ten Post,0.7,3.0,53.300,6.740,2017
2017-06-07,Harkstede,1.2,3.0,53.232,6.670,2017
2017-06-19,Meedhuizen,1.0,3.0,53.281,6.940,2017
2017-06-29,Stedum,0.7,3.0,53.316,6.724,2017
2017-06-29,Meeden,0.3,3.0,53.148,6.938,2017
2017-06-30,Woudbloem,0.4,3.0,53.220,6.746,2017
2017-07-03,Siddeburen,0.8,3.0,53.261,6.851,2017
2017-07-05,Bedum,1.0,3.0,53.276,6.612,2017
2017-07-07,Slochteren,0.7,3.0,53.210,6.830,2017
2017-07-10,Loppersum,0.7,3.0,53.332,6.741,2017
2017-07-14,Borgsweer,0.6,3.0,53.282,6.994,2017
2017-07-14,Schildwolde,0.6,3.0,53.221,6.841,2017
2017-07-16,Bedum,1.3,3.0,53.278,6.611,2017
2017-07-21,Kantens,1.1,3.0,53.381,6.659,2017
2017-07-22,Noordbroek,0.4,3.0,53.196,6.827,2017
2017-07-25,Loppersum,1.0,3.0,53.352,6.737,2017
2017-07-25,Westeremden,0.4,3.0,53.339,6.687,2017
2017-08-07,Garrelsweer,0.5,3.0,53.317,6.744,2017
2017-08-10,Ten Post,0.9,3.0,53.298,6.733,2017
2017-08-13,Zeerijp,0.5,3.0,53.358,6.743,2017
2017-08-14,Garsthuizen,1.2,3.0,53.367,6.742,2017
2017-08-14,Zeerijp,0.3,3.0,53.360,6.742,2017
2017-08-16,Stedum,0.3,3.0,53.307,6.673,2017
2017-08-17,Uithuizermeeden,0.8,3.0,53.423,6.748,2017
2017-08-22,Meedhuizen,0.3,3.0,53.271,6.950,2017
2017-08-24,Farmsum,1.0,3.0,53.289,6.971,2017
2017-08-29,Appingedam,1.8,3.0,53.322,6.822,2017
2017-08-30,Scharmer,1.5,3.0,53.193,6.708,2017
2017-08-31,Sappemeer,0.2,3.0,53.179,6.813,2017
2017-09-01,Zandeweer,1.1,3.0,53.376,6.667,2017
2017-09-05,Appingedam,1.3,3.0,53.340,6.865,2017
2017-09-05,Appingedam,1.2,3.0,53.341,6.863,2017
2017-09-05,Tjuchem,1.9,3.0,53.281,6.876,2017
2017-09-11,Appingedam,0.9,3.0,53.320,6.824,2017
2017-09-14,Zeerijp,0.5,3.0,53.344,6.741,2017
2017-09-20,Haren,1.4,3.0,53.166,6.618,2017
2017-09-20,Appingedam,1.6,3.0,53.298,6.834,2017
2017-09-23,Wagenborgen,0.9,3.0,53.244,6.912,2017
2017-09-24,Garmerwolde,0.9,3.0,53.255,6.651,2017
2017-09-27,Tjuchem,0.6,3.0,53.297,6.880,2017
2017-09-27,Garrelsweer,1.2,3.0,53.300,6.761,2017
2017-09-30,Lageland,1.1,3.0,53.241,6.727,2017
2017-10-11,Vries,0.7,3.0,53.070,6.586,2017
2017-10-15,Kantens,1.0,3.0,53.379,6.661,2017
2017-10-16,Zuidwolde,0.5,3.0,53.268,6.623,2017
2017-10-17,Meedhuizen,0.8,3.0,53.305,6.949,2017
2017-10-29,Groningen,1.0,3.0,53.234,6.538,2017
2017-10-29,Eems-Dollard (nabij Holwierde),1.2,3.0,53.381,6.923,2017
2017-11-03,Sappemeer,0.8,3.0,53.177,6.821,2017
2017-11-04,Appingedam,0.6,3.0,53.328,6.873,2017
2017-11-15,Westerwijtwerd,0.8,3.0,53.328,6.644,2017
2017-11-16,Wagenborgen,0.7,3.0,53.269,6.937,2017
2017-11-19,Emmen,1.6,3.0,52.755,6.899,2017
2017-11-22,Overschild,1.5,3.0,53.285,6.807,2017
2017-11-25,Thesinge,0.5,3.0,53.268,6.669,2017
2017-11-25,Schoonebeek,1.2,3.0,52.681,6.876,2017
2017-11-28,Uithuizermeeden,0.9,3.0,53.406,6.709,2017
2017-11-30,Meedhuizen,0.8,3.0,53.312,6.892,2017
2017-12-01,Zeerijp,1.7,3.0,53.360,6.736,2017
2017-12-01,Zeerijp,1.3,3.0,53.357,6.757,2017
2017-12-02,Appingedam,1.7,3.0,53.306,6.881,2017
2017-12-02,Appingedam,0.4,3.0,53.308,6.879,2017
2017-12-06,Oostwold Gem Oldambt,0.7,3.0,53.228,7.022,2017
2017-12-06,t Zandt,1.8,3.0,53.386,6.784,2017
2017-12-10,t Zandt,2.1,3.0,53.370,6.765,2017
2017-12-15,Wirdum,0.8,3.0,53.312,6.791,2017
2017-12-21,Oostwold Gem Oldambt,1.0,3.0,53.224,7.021,2017
2017-12-22,Zeerijp,1.7,3.0,53.366,6.752,2017
2017-12-22,Zeerijp,0.4,3.0,53.357,6.750,2017
2017-12-24,Appingedam,0.7,3.0,53.305,6.833,2017
2017-12-25,Tjuchem,0.7,3.0,53.287,6.883,2017
2017-12-28,Tjuchem,1.3,3.0,53.287,6.882,2017
2017-12-29,Zeerijp,1.4,3.0,53.357,6.756,2017
2018-01-01,Tjuchem,0.8,3.0,53.287,6.884,2018
2018-01-08,Zeerijp,3.4,3.0,53.363,6.751,2018
2018-01-09,Zeerijp,0.7,3.0,53.355,6.752,2018
2018-01-17,Groningen,1.0,3.0,53.221,6.597,2018
2018-01-20,Groningen,0.9,3.0,53.220,6.599,2018
2018-01-22,Harkstede,0.9,3.0,53.228,6.691,2018
2018-01-22,Siddeburen,0.5,3.0,53.248,6.890,2018
2018-01-31,Siddeburen,1.6,3.0,53.259,6.871,2018
2018-02-05,Loppersum,0.4,3.0,53.336,6.762,2018
2018-02-07,Garrelsweer,0.2,3.0,53.295,6.764,2018
2018-02-08,Loppersum,2.0,3.0,53.335,6.751,2018
2018-02-10,Scharmer,1.7,3.0,53.228,6.710,2018
2018-02-11,Garrelsweer,2.2,3.0,53.293,6.780,2018
2018-02-12,Garsthuizen,0.9,3.0,53.371,6.714,2018
2018-02-17,Uithuizermeeden,1.0,3.0,53.427,6.747,2018
2018-02-18,Loppersum,1.0,3.0,53.335,6.763,2018
2018-02-18,Wagenborgen,0.5,3.0,53.241,6.933,2018
2018-02-20,Noordbroek,0.4,3.0,53.184,6.827,2018
2018-03-01,Garrelsweer,1.3,3.0,53.287,6.775,2018
2018-03-01,Loppersum,0.9,3.0,53.326,6.760,2018
2018-03-08,Veendam,0.7,3.0,53.122,6.943,2018
2018-03-09,Het Waar,0.5,3.0,53.223,6.949,2018
2018-03-10,Appingedam,1.3,3.0,53.314,6.861,2018
2018-03-25,Garrelsweer,1.6,3.0,53.288,6.778,2018
2018-03-25,Garrelsweer,0.1,3.0,53.321,6.759,2018
2018-03-25,Uithuizen,1.5,3.0,53.404,6.660,2018
2018-03-27,Schildwolde,0.7,3.0,53.263,6.800,2018
2018-03-31,Harkstede,1.2,3.0,53.231,6.676,2018
2018-04-01,Zeerijp,0.6,3.0,53.350,6.741,2018
2018-04-04,Loppersum,0.9,3.0,53.334,6.750,2018
2018-04-07,Lauwerzijl,1.7,3.0,53.312,6.305,2018
2018-04-07,Kommerzijl,1.0,3.0,53.300,6.325,2018
2018-04-08,Uithuizen,0.5,3.0,53.408,6.687,2018
2018-04-10,Eems-Dollard (nabij Holwierde),0.9,3.0,53.370,6.946,2018
2018-04-13,Garsthuizen,2.8,3.0,53.371,6.750,2018
2018-04-16,Scharmer,0.6,3.0,53.205,6.708,2018
2018-04-18,Appingedam,0.1,3.0,53.309,6.862,2018
2018-04-19,Tjuchem,0.5,3.0,53.271,6.868,2018
2018-05-06,Garrelsweer,1.6,3.0,53.286,6.778,2018
2018-05-12,Zeerijp,0.7,3.0,53.355,6.764,2018
2018-05-16,Meedhuizen,0.7,3.0,53.276,6.933,2018
2018-05-19,Siddeburen,0.8,3.0,53.250,6.899,2018
2018-05-21,t Zandt,1.6,3.0,53.374,6.795,2018
2018-06-04,Warder,2.5,3.0,52.564,5.011,2018
2018-06-05,Onderdendam,0.5,3.0,53.334,6.572,2018
2018-06-06,Garmerwolde,0.7,3.0,53.237,6.643,2018
2018-06-14,Tjuchem,0.7,3.0,53.288,6.877,2018
2018-06-21,Harkstede,0.6,3.0,53.224,6.699,2018
2018-06-27,Scharmer,1.6,3.0,53.204,6.709,2018
2018-07-07,Noordbroek,1.0,3.0,53.186,6.895,2018
2018-07-07,Noordbroek,0.6,3.0,53.187,6.897,2018
2018-07-11,Siddeburen,1.1,3.0,53.263,6.850,2018
2018-07-11,Lageland,0.2,3.0,53.239,6.684,2018
2018-07-13,Sappemeer,1.1,3.0,53.151,6.803,2018
2018-07-14,Zeerijp,0.3,3.0,53.361,6.744,2018
2018-07-17,Dalen,2.0,3.0,52.711,6.727,2018
2018-07-19,Scharmer,0.5,3.0,53.207,6.713,2018
2018-07-26,Eelde,0.7,3.0,53.135,6.597,2018
2018-07-28,Ten Post,0.9,3.0,53.304,6.730,2018
2018-07-29,Veendam,0.8,3.0,53.093,6.849,2018
2018-07-29,t Zandt,0.9,3.0,53.373,6.793,2018
2018-08-05,Hellum,0.3,3.0,53.261,6.812,2018
2018-08-06,Overschild,0.5,3.0,53.275,6.783,2018
2018-08-06,Scharmer,0.9,3.0,53.208,6.712,2018
2018-08-08,Appingedam,1.9,3.0,53.322,6.875,2018
2018-08-09,Appingedam,1.8,3.0,53.324,6.877,2018
2018-08-13,Slochteren,0.7,3.0,53.207,6.838,2018
2018-08-22,t Zandt,0.5,3.0,53.378,6.754,2018
2018-09-14,Hellum,0.8,3.0,53.233,6.846,2018
2018-09-15,Sappemeer,0.5,3.0,53.181,6.799,2018
2018-09-16,Samtgemeinde Emlichheim (Duitsland),1.1,3.0,52.639,6.881,2018
2018-09-17,Sappemeer,1.2,3.0,53.181,6.799,2018
2018-09-17,Startenhuizen,0.6,3.0,53.381,6.713,2018
2018-09-18,Bedum,0.7,3.0,53.297,6.566,2018
