datum,locatie,magnitude,diepte,latitude,longitude,jaar
2018-09-20,Hoogezand,0.5,3.0,53.161,6.758,2018
2018-09-26,Schildwolde,0.8,3.0,53.236,6.824,2018
2018-10-10,Loppersum,0.5,3.0,53.347,6.734,2018
2018-10-10,Loppersum,0.5,3.0,53.347,6.732,2018
2018-10-14,Garrelsweer,0.6,3.0,53.295,6.798,2018
2018-10-16,Siddeburen,1.1,3.0,53.252,6.858,2018
2018-10-20,Appingedam,0.8,3.0,53.323,6.875,2018
2018-10-23,Appingedam,0.8,3.0,53.298,6.834,2018
2018-10-29,Zandeweer,0.8,3.0,53.386,6.672,2018
2018-11-07,Schildwolde,0.8,3.0,53.217,6.838,2018
2018-11-09,Eppenhuizen,1.6,3.0,53.367,6.680,2018
2018-11-16,Hellum,0.8,3.0,53.250,6.857,2018
2018-11-16,Borgercompagnie,1.2,3.0,53.090,6.834,2018
2018-11-25,Kantens,0.6,3.0,53.375,6.659,2018
2018-11-25,Eppenhuizen,1.6,3.0,53.385,6.716,2018
2018-11-29,Kantens,0.9,3.0,53.358,6.623,2018
2018-12-02,Overschild,0.9,3.0,53.250,6.763,2018
2018-12-05,Oosterwijtwerd,0.4,3.0,53.328,6.830,2018
2018-12-11,Bedum,0.6,3.0,53.277,6.617,2018
2018-12-17,Overschild,0.4,3.0,53.277,6.825,2018
2018-12-19,Bedum,1.0,3.0,53.296,6.568,2018
2018-12-22,Garrelsweer,1.2,3.0,53.285,6.776,2018
2018-12-23,Kantens,0.5,3.0,53.354,6.626,2018
2018-12-23,Lageland,1.3,3.0,53.239,6.730,2018
2019-01-07,Veendam,1.3,3.0,53.110,6.863,2019
2019-01-09,Veendam,1.0,1.0,53.088,6.925,2019
2019-01-19,Meeden,0.6,3.0,53.166,6.942,2019
2019-02-01,Luddeweer,1.0,3.0,53.242,6.727,2019
2019-02-07,Westeremden,0.7,3.0,53.350,6.714,2019
2019-02-09,t Zandt,0.9,3.0,53.380,6.754,2019
2019-02-10,Zandeweer,0.3,3.0,53.395,6.666,2019
2019-02-16,Zeerijp,1.4,3.0,53.360,6.743,2019
2019-02-19,Appingedam,1.6,3.0,53.291,6.839,2019
2019-02-22,Rottum,0.8,3.0,53.380,6.610,2019
2019-02-24,Loppersum,0.4,3.0,53.339,6.761,2019
2019-02-28,Toornwerd,1.6,3.0,53.357,6.628,2019
2019-03-02,Appingedam,0.4,3.0,53.319,6.853,2019
2019-03-04,Wagenborgen,0.8,3.0,53.257,6.913,2019
2019-03-11,t Zandt,0.4,3.0,53.367,6.765,2019
2019-03-17,Kantens,0.8,3.0,53.356,6.624,2019
2019-03-29,Kantens,1.5,3.0,53.369,6.654,2019
2019-03-30,Appingedam,0.5,3.0,53.322,6.876,2019
2019-04-07,Garrelsweer,0.9,3.0,53.320,6.753,2019
2019-04-09,Spijk,1.4,3.0,53.384,6.841,2019
2019-04-10,Zuidbroek,1.4,3.0,53.168,6.829,2019
2019-04-15,Noordwolde,1.6,3.0,53.277,6.596,2019
2019-04-16,Harkstede,0.9,3.0,53.228,6.673,2019
2019-04-21,Zeerijp,0.9,3.0,53.341,6.757,2019
2019-04-25,Ten Post,1.8,3.0,53.302,6.727,2019
2019-05-03,Loppersum,1.0,3.0,53.330,6.711,2019
2019-05-05,Loppersum,0.9,3.0,53.318,6.736,2019
2019-05-08,Uithuizermeeden,1.0,3.0,53.428,6.748,2019
2019-05-11,Kantens,0.5,3.0,53.356,6.623,2019
2019-05-11,Kantens,0.5,3.0,53.357,6.621,2019
2019-05-11,Appingedam,1.3,3.0,53.311,6.833,2019
2019-05-18,Meedhuizen,0.8,3.0,53.294,6.926,2019
2019-05-19,Loppersum,0.6,3.0,53.317,6.739,2019
2019-05-19,Wirdum,0.8,3.0,53.312,6.794,2019
2019-05-19,Wirdum,1.0,3.0,53.311,6.794,2019
2019-05-20,Groningen,0.5,3.0,53.229,6.663,2019
2019-05-22,Westerwijtwerd,3.4,3.0,53.328,6.652,2019
2019-05-23,Groningen,0.9,3.0,53.229,6.665,2019
2019-05-23,Groningen,1.1,3.0,53.229,6.666,2019
2019-05-24,Kantens,0.8,3.0,53.357,6.622,2019
2019-05-28,Zeerijp,1.1,3.0,53.351,6.738,2019
2019-06-02,Meedhuizen,0.6,3.0,53.285,6.937,2019
2019-06-09,Garrelsweer,2.5,3.0,53.320,6.767,2019
2019-06-09,Garrelsweer,0.9,3.0,53.321,6.765,2019
2019-06-13,Appingedam,1.9,3.0,53.304,6.833,2019
2019-06-14,Bedum,0.9,3.0,53.297,6.566,2019
